"RespNum","Sample","Call_Date_Time","version_willing2pay","demog_age_open_coded","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","believer_immediacy","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_mediaoverstate","state_neighborsact","govt_nostateaction","state_impactsfelt","religion_govtaction","state_fftax","state_captrade","state_rps_v1","state_gastax","captrade_support_calif","enrgysecfund_support","industrial_caa_action","willing2pay_list","willing2pay_open","willing2pay_open_coded","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","totalweight"
693,"l","4/9/2013 6:00:02 P","B",4,"KENTUCKY","2",1,1,1,1,1,"NATURE",9,1,2,3,2,2,1,1,2,,,,,,,4,4,4,4,1,1,4,1,1,1,3,1,1,1,,"$10",2,1,1,2,2,1,2,1,2,1,0.725
694,"l","4/9/2013 6:01:48 P","B",3,"NORTH CAROLINA","2",1,2,2,4,2,"HOTTER SUMMERS",2,2,2,98,4,2,4,4,4,,,,,,,1,1,1,1,4,98,4,4,98,4,4,98,98,98,,"$0",1,1,1,2,4,1,4,2,5,2,0.84
695,"l","4/9/2013 6:01:57 P","B",1,"NORTH CAROLINA","2",2,,,,,"",,,,,,,,,,1,"MEDIA HYPE",4,2,4,4,2,2,1,1,4,4,4,4,4,4,4,4,2,2,,"$0",1,1,1,2,2,5,1,4,3,2,1.555
696,"l","4/9/2013 6:02:42 P","B",2,"OHIO","3",1,1,3,1,1,"THE INTERNET",6,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,1,2,4,2,2,2,2,2,2,1,,"$500",5,1,2,,3,5,4,5,,1,1.18
697,"l","4/9/2013 6:04:27 P","B",4,"MICHIGAN","3",1,1,1,1,1,"STRANGE SEASONS",3,1,1,4,3,2,1,1,2,,,,,,,4,4,4,4,1,1,4,1,1,1,4,1,1,1,,"$50",2,1,2,,2,2,1,2,2,1,0.725
698,"l","4/9/2013 6:05:52 P","B",4,"NORTH CAROLINA","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,4,3,98,4,4,4,4,4,4,2,,"$0",1,1,1,2,2,1,2,1,1,2,0.725
699,"l","4/9/2013 6:07:42 P","B",3,"MICHIGAN","3",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,1,4,4,4,4,4,4,4,4,4,2,,"$0",1,1,1,2,2,1,1,3,1,2,0.85
700,"l","4/9/2013 6:08:59 P","B",3,"NEW JERSEY","1",1,2,3,2,98,"BURNING GARBAGE AND POLLUTION",8,2,2,2,2,2,2,2,2,,,,,,,4,4,2,3,2,2,4,2,2,1,2,2,98,1,,"$100",3,9,2,,2,2,1,3,,2,1.335
701,"l","4/9/2013 6:11:13 P","B",3,"WEST VIRGINIA","2",98,,,,,"",,,,,,,,,,,,,,,,98,2,1,98,98,2,2,4,4,2,4,4,98,1,,"$0",1,1,1,98,3,1,4,98,1,1,0.84
702,"l","4/9/2013 6:12:41 P","B",4,"PENNSYLVANIA","1",2,,,,,"",,,,,,,,,,2,"ALL POLITICAL GARBAGE",7,2,1,1,1,1,1,4,4,3,1,4,4,4,4,4,4,2,,"$0",1,10,,,,,,,,2,0.795
703,"l","4/9/2013 6:12:45 P","B",2,"INDIANA","3",1,2,3,2,2,"BOTH MANS FAULT AND NATURAL TRENDS",8,1,2,2,2,2,2,2,2,,,,,,,3,3,3,3,3,2,4,4,4,4,4,4,4,2,,"$0",1,1,2,,2,1,1,3,,1,1.18
704,"l","4/9/2013 6:16:49 P","B",4,"WASHINGTON","4",1,1,1,1,1,"WHAT HE HAS READ AND RESEARCHED",6,1,2,1,2,3,2,2,2,,,,,,,4,4,4,2,2,2,4,1,1,1,1,1,1,1,,"$200",4,1,2,,5,1,1,5,,1,0.725
705,"l","4/9/2013 6:17:04 P","B",3,"PENNSYLVANIA","1",1,2,1,2,1,"INCREASING TEMPERATURES",2,1,2,2,1,3,2,2,2,,,,,,,2,3,2,2,2,3,3,3,2,1,3,4,1,1,,"$0",1,1,1,2,5,1,2,5,4,2,0.84
706,"l","4/9/2013 6:18:13 P","B",2,"NORTH CAROLINA","2",1,2,2,3,2,"SHIFTS IN WEATHER THROUGHOUT HISTORY",9,3,3,3,3,3,3,3,3,,,,,,,2,2,2,2,4,3,98,4,4,2,4,98,2,98,,"$300",5,1,1,1,4,5,2,1,4,2,1.18
707,"l","4/9/2013 6:22:04 P","B",3,"KENTUCKY","2",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,3,3,4,4,2,2,4,98,2,98,,"$125",4,2,1,1,3,2,1,3,,1,1.335
708,"l","4/9/2013 6:22:07 P","B",4,"VIRGINIA","2",1,2,3,2,98,"VERY WARM WINTER THIS YEAR",2,2,1,4,4,1,2,2,2,,,,,,,3,3,3,98,98,2,4,3,2,1,3,2,98,1,,"$0",1,2,1,2,2,1,1,3,1,1,1.22
709,"l","4/9/2013 6:24:24 P","B",4,"INDIANA","3",1,2,2,2,98,"WEATHER CHANGES",3,2,4,98,3,98,2,2,3,,,,,,,1,2,1,3,4,4,4,4,4,4,4,4,4,2,,"DO NOT K",98,1,1,2,3,2,4,3,2,2,0.725
710,"l","4/9/2013 6:25:38 P","B",3,"NEW JERSEY","1",2,,,,,"",,,,,,,,,,1,"NOT ENOUGH EVIDENCE",3,2,1,1,1,1,1,4,4,4,,4,4,4,4,4,4,2,,"$0",1,5,1,2,4,1,,,,1,0.91
711,"l","4/9/2013 6:31:17 P","B",4,"CONNECTICUTT","1",1,2,3,2,1,"DROUGHTS AND STORMS",3,2,3,4,2,3,2,1,2,,,,,,,4,4,4,4,1,1,4,2,1,1,3,1,1,1,,"$0",1,1,2,,2,1,2,1,1,2,0.725
712,"l","4/9/2013 6:31:42 P","B",3,"NEW YORK","1",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,"DO NOT K",98,9,2,,2,98,,,,2,1.335
713,"l","4/9/2013 6:33:48 P","B",4,"FLORIDA","2",98,,,,,"",,,,,,,,,,,,,,,,2,98,98,2,3,4,4,4,98,2,4,2,1,1,,"$0",1,1,1,2,2,1,1,3,2,1,0.725
714,"l","4/9/2013 6:33:56 P","B",2,"PENNSYLVANIA","1",1,1,1,1,1,"WATCHING AN INCONVENIENT TRUTH MADE ME REALIZE IT",5,1,2,1,2,1,2,2,2,,,,,,,3,3,3,3,2,2,98,2,2,2,4,98,1,1,,"$100",3,1,6,,4,4,1,5,3,2,1.18
715,"l","4/9/2013 6:36:12 P","B",4,"CALIFORNIA","4",1,1,1,1,1,"SEVERE WEATHER CHANGES",3,1,3,2,2,4,98,2,2,,,,,,,4,4,4,2,1,2,4,2,2,1,3,2,2,1,,"$50",2,1,3,,4,1,1,5,,1,0.725
716,"l","4/9/2013 6:39:34 P","B",4,"OHIO","3",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,4,3,4,4,4,2,4,98,98,98,,"$50",2,1,1,2,2,1,2,2,,2,0.725
717,"l","4/9/2013 6:42:53 P","B",3,"MISSISSIPPI","2",1,1,3,3,2,"WEATHER CHANGES",3,2,2,2,2,2,2,2,2,,,,,,,3,3,3,98,98,2,4,98,98,1,3,98,3,1,,"$100",3,2,4,,,1,,,,2,1.335
718,"l","4/9/2013 6:44:40 P","B",4,"GEORGIA","2",2,,,,,"",,,,,,,,,,2,"PERSONAL BELIEFS",8,2,4,4,2,98,98,1,4,4,4,4,98,2,4,2,1,1,,"$0",1,1,1,1,2,1,2,1,1,2,0.725
719,"l","4/9/2013 6:47:17 P","B",4,"NEW YORK","1",1,1,1,1,1,"SMOG AND TOO MANY CARS, PLANES AND ROCKETS",8,2,3,4,3,3,2,2,2,,,,,,,4,4,4,4,1,1,4,2,1,1,4,1,1,1,,"$20",2,1,2,,2,2,2,1,2,2,0.725
720,"l","4/9/2013 6:48:33 P","B",3,"ILLINOIS","3",2,,,,,"",,,,,,,,,,2,"HAVE NOT SEEN ANYTHING FACTUAL",3,3,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,2,,"$0",1,1,1,2,2,1,,,4,1,0.84
721,"l","4/9/2013 6:51:40 P","B",4,"OHIO","3",1,2,3,2,1,"CHANGES IN WEATHER",3,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,2,1,1,4,1,1,1,,"$0",1,1,1,2,2,1,4,1,1,2,0.725
722,"l","4/9/2013 6:53:14 P","B",1,"MICHIGAN","3",1,1,1,1,1,"POLAR ICE CAPS ARE MELTING INTO THE OCEAN",1,1,3,2,2,2,2,2,2,,,,,,,4,4,4,1,2,2,4,2,2,1,3,2,2,1,,"$50",2,1,,,3,2,,,,1,1.555
723,"l","4/9/2013 6:53:17 P","B",4,"FLORIDA","2",2,,,,,"",,,,,,,,,,1,"GOD MAKES THE WEATHER",6,1,4,4,2,2,2,2,3,3,4,4,3,2,4,98,2,1,,"$100",3,9,2,,3,1,1,4,,1,1.22
724,"l","4/9/2013 6:53:57 P","B",1,"PENNSYLVANIA","1",1,2,3,1,1,"HOTTER TEMPERATURES",2,2,2,2,2,2,2,2,2,,,,,,,4,4,4,4,1,2,4,98,2,98,4,2,98,98,,"$0",1,1,6,,4,5,1,4,,2,1.555
725,"l","4/9/2013 6:53:58 P","B",3,"WASHINGTON","4",1,1,1,1,1,"SNOW",3,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,4,1,1,4,1,1,1,,"$0",1,1,2,,3,1,,98,3,2,0.84
726,"l","4/9/2013 6:54:07 P","B",3,"NEW YORK","1",1,1,1,1,1,"DATA",4,1,1,2,1,1,2,1,1,,,,,,,4,4,4,4,2,1,2,3,2,1,2,2,1,1,,"$150",4,1,1,2,5,2,1,5,6,2,0.84
727,"l","4/9/2013 6:58:41 P","B",4,"NORTH DAKOTA","3",1,1,3,1,1,"RESEARCH",4,1,2,2,2,2,2,2,2,,,,,,,4,4,4,98,98,2,4,2,2,1,4,2,2,1,,"$0",1,10,6,,4,1,1,4,,1,0.795
728,"l","4/9/2013 7:00:25 P","B",2,"KENTUCKY","2",1,1,3,2,2,"SUMMERS ARE GETTING HOTTER EVERY YEAR",2,2,1,3,3,3,2,2,2,,,,,,,98,2,2,3,3,2,4,4,4,4,4,98,98,98,,"$0",1,1,1,1,2,2,2,2,,1,1.18
729,"l","4/9/2013 7:16:19 P","A",4,"ILLINOIS","3",1,1,1,1,1,"YOU CAN SEE THINGS CHANGING",2,1,2,4,2,2,2,2,1,,,,,,,4,4,4,4,2,1,4,2,2,2,4,2,2,1,2,,,1,1,2,2,2,2,1,1,1,0.725
730,"l","4/9/2013 7:18:20 P","A",2,"CALIFORNIA","4",1,2,1,2,1,"CLIMATE CHANGES",3,1,3,4,2,4,2,2,2,,,,,,,3,3,3,98,98,98,4,3,98,1,3,98,98,1,3,,,9,2,,3,1,,,,2,1.7
731,"l","4/9/2013 7:18:31 P","A",3,"CALIFORNIA","4",1,1,3,2,1,"EARTH IS SO UNSTABLE",10,1,2,3,3,3,1,1,3,,,,,,,4,4,4,4,1,1,4,2,1,2,4,1,1,1,2,,,1,6,,2,1,1,4,2,2,0.85
732,"l","4/9/2013 7:21:48 P","A",4,"ARIZONA","4",2,,,,,"",,,,,,,,,,3,"IT IS ALL A FAKE",9,4,2,2,2,2,2,3,3,98,2,98,98,98,98,98,98,98,1,,,1,1,2,2,1,2,1,1,2,0.725
733,"l","4/9/2013 7:22:17 P","A",3,"OHIO","3",2,,,,,"",,,,,,,,,,2,"THERE IS NOT ENOUGH FACTUAL EVIDENCE",3,2,2,3,1,3,3,2,4,4,4,4,4,2,4,98,2,98,3,,,1,2,,3,1,2,2,3,1,0.84
734,"l","4/9/2013 7:22:42 P","A",4,"IOWA","3",2,,,,,"",,,,,,,,,,2,"CYCLES",2,2,4,4,1,1,1,4,1,4,4,4,4,3,4,4,2,2,1,,,1,1,2,2,2,2,1,1,1,0.725
735,"l","4/9/2013 7:23:16 P","A",4,"FLORIDA","2",2,,,,,"",,,,,,,,,,2,"CYCLES",2,1,4,4,1,1,1,98,4,4,1,4,4,4,4,4,4,2,1,,,1,1,98,3,1,4,3,,2,0.725
736,"l","4/9/2013 7:24:41 P","A",3,"NEW HAMPSHIRE","1",1,1,1,1,1,"FOSSIL FUELS AND GAS",8,1,1,2,2,2,2,2,2,,,,,,,4,4,4,98,3,2,3,3,98,1,4,98,2,1,1,,,1,1,2,3,1,1,2,2,2,0.84
737,"l","4/9/2013 7:25:07 P","A",3,"NEW JERSEY","1",1,1,3,1,1,"SEVERE STORMS AND HURRICANES",3,1,1,1,1,1,1,1,1,,,,,,,4,4,4,2,1,1,4,3,1,1,4,1,1,1,4,,,1,2,,4,1,1,5,,1,0.84
738,"l","4/9/2013 7:25:19 P","A",3,"KANSAS","3",1,1,3,1,1,"FARMERS NEED HELP",10,2,3,4,3,3,2,1,2,,,,,,,4,4,4,1,4,1,4,4,1,1,4,1,1,1,2,,,1,2,,2,1,2,1,2,2,0.85
739,"l","4/9/2013 7:27:07 P","A",3,"MINNESOTA","3",2,,,,,"",,,,,,,,,,2,"WINTER SURE ARE COLDER AND LONGER HERE",1,1,3,3,2,2,2,2,3,3,4,4,4,2,4,3,2,1,4,,,1,2,,4,1,2,1,3,2,0.85
740,"l","4/9/2013 7:28:00 P","A",3,"TENNESSEE","2",1,1,1,1,1,"SUMMERS ARE WARM",2,2,2,4,3,3,2,1,3,,,,,,,4,4,4,4,1,1,4,4,2,1,4,1,1,1,1,,,2,1,1,2,1,1,2,2,2,1.335
741,"l","4/9/2013 7:34:30 P","A",3,"MICHIGAN","3",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,98,98,98,2,3,98,3,3,3,4,98,1,,,1,1,2,3,1,4,3,,2,0.85
742,"l","4/9/2013 7:36:06 P","A",3,"MARYLAND","2",2,,,,,"",,,,,,,,,,1,"SCIENTIFIC REASEARCH",5,2,1,4,4,4,3,2,3,3,4,4,4,4,4,98,98,98,98,,,9,2,,2,1,1,4,2,2,1.335
743,"l","4/9/2013 7:37:14 P","A",3,"OREGON","4",98,,,,,"",,,,,,,,,,,,,,,,3,4,4,4,1,98,4,4,1,1,4,2,1,1,1,,,1,1,2,2,1,1,3,2,1,0.84
744,"l","4/9/2013 7:38:24 P","A",4,"MISSISSIPPI","2",2,,,,,"",,,,,,,,,,1,"IT IS ALL IN GODS HANDS",6,2,2,2,1,1,1,4,4,3,1,4,4,4,4,4,4,2,1,,,1,1,1,2,1,2,1,1,2,0.725
745,"l","4/9/2013 7:40:47 P","A",2,"OHIO","3",1,2,3,2,2,"TELEVISION NEWS AND SHOWS THAT SAY SO",6,2,2,3,2,2,2,2,2,,,,,,,98,2,2,2,3,2,4,4,2,2,4,2,2,1,4,,,1,1,2,4,2,2,1,4,2,1.18
746,"l","4/9/2013 7:42:01 P","A",2,"NEW JERSEY","1",1,1,1,1,1,"NO WINTER THIS YEAR",3,1,1,4,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,4,1,1,4,1,1,1,2,,,1,1,2,4,5,4,3,3,1,1.18
747,"l","4/9/2013 7:42:51 P","A",2,"CALIFORNIA","4",1,2,3,1,1,"CHANGES IN WEATHER AND POLAR ICE CAPS MELTING",3,1,2,2,2,2,1,1,1,,,,,,,4,4,1,4,2,2,4,2,2,1,2,98,2,1,98,,,1,1,2,5,2,4,3,,2,1.18
748,"l","4/9/2013 7:45:03 P","A",3,"NEW HAMPSHIRE","1",2,,,,,"",,,,,,,,,,1,"PLENTY OF FRIGID WEATHER WHERE I LIVE",1,2,1,1,1,1,1,1,4,4,4,4,3,2,4,2,1,1,1,,,1,2,,4,2,2,1,3,1,0.84
749,"l","4/9/2013 7:48:18 P","A",3,"PENNSYLVANIA","1",1,1,1,1,1,"NO SEASONS ANYMORE",3,1,1,4,1,1,1,2,1,,,,,,,4,4,4,4,1,1,4,2,1,1,4,1,1,1,2,,,1,1,2,2,1,1,3,2,2,0.84
750,"l","4/9/2013 7:48:35 P","A",3,"MASSACHUSETTS","1",98,,,,,"",,,,,,,,,,,,,,,,98,3,3,1,2,2,4,4,2,1,4,4,2,98,2,,,1,3,,5,1,4,3,6,2,0.85
751,"l","4/9/2013 7:49:17 P","A",2,"MARYLAND","2",1,1,1,1,1,"MELTING ICE",1,1,2,2,2,2,2,2,2,,,,,,,4,4,4,1,1,2,4,1,1,1,1,1,1,1,4,,,1,2,,4,5,1,5,,1,1.18
752,"l","4/9/2013 7:49:27 P","A",2,"TEXAS","2",1,2,2,2,2,"NATURAL PATTERNS OVER THE YEARS",9,2,2,3,2,3,3,2,2,,,,,,,2,2,2,2,3,2,4,4,2,2,4,2,2,1,4,,,9,2,,3,2,2,3,,1,1.69
753,"l","4/9/2013 7:54:53 P","A",4,"OREGON","4",1,1,3,1,1,"CHOPPING DOWN OUR FOREST TREES",8,2,2,4,2,4,2,2,2,,,,,,,4,4,4,2,1,98,,98,98,1,4,98,2,1,5,,,1,3,,4,2,1,5,,1,0.725
754,"l","4/9/2013 7:57:41 P","A",4,"WEST VIRGINIA","2",2,,,,,"",,,,,,,,,,2,"FAITH",6,2,4,4,1,1,1,1,4,4,4,4,4,4,4,2,1,1,1,,,1,6,,1,1,,1,1,1,0.725
755,"l","4/9/2013 7:58:21 P","A",3,"MICHIGAN","3",1,1,2,2,2,"HEATING BILL",10,1,2,2,3,2,4,4,98,,,,,,,1,3,1,1,1,98,4,4,4,1,4,4,4,1,1,,,1,,,4,1,4,4,2,2,0.85
756,"l","4/9/2013 7:58:41 P","A",2,"SOUTH DAKOTA","3",1,2,3,2,2,"MAN IS GETTING RID OF TOO MUCH FOREST LAND AND TAKING OXYGEN FROM THE PLANET",8,2,2,2,3,3,3,2,2,,,,,,,3,3,3,3,3,2,98,4,2,2,4,2,2,1,4,,,1,2,,4,4,2,2,,1,1.18
757,"l","4/9/2013 8:05:56 P","A",1,"WASHINGTON","4",1,2,1,2,2,"TOO MUCH GARBAGE AND USE OF FOSSIL FUELS",8,2,2,4,3,3,3,2,2,,,,,,,98,2,2,2,3,2,4,4,2,2,4,2,2,1,5,,,10,2,,3,5,2,2,,2,1.64
758,"l","4/9/2013 8:06:03 P","A",2,"PENNSYLVANIA","1",2,,,,,"",,,,,,,,,,2,"AL GORE IS STUPID",7,2,1,1,1,1,1,4,4,3,,4,4,4,4,4,4,2,1,,,1,1,2,4,1,,,,1,1.18
759,"l","4/9/2013 8:09:19 P","A",4,"CONNECTICUT","1",2,,,,,"",,,,,,,,,,1,"STILL WINTER IN NEW ENGLAND",1,1,4,4,1,1,1,4,1,4,4,4,2,2,4,2,2,1,1,,,1,2,,4,1,1,3,2,1,0.725
760,"l","4/9/2013 8:10:08 P","A",3,"NEW JERSEY","1",98,,,,,"",,,,,,,,,,,,,,,,2,2,2,2,3,3,4,4,4,4,4,98,98,98,2,,,1,2,,2,1,1,4,2,2,0.84
761,"l","4/9/2013 8:12:38 P","A",4,"WEST VIRGINIA","2",98,,,,,"",,,,,,,,,,,,,,,,1,1,1,1,4,4,4,4,98,2,4,2,1,1,1,,,1,6,,2,1,,2,1,2,0.725
762,"l","4/9/2013 8:15:30 P","A",4,"MICHIGAN","3",1,1,1,1,1,"SKY LOOKS HAZY SOMETIMES",10,2,2,4,3,3,2,2,2,,,,,,,4,4,4,1,4,1,4,4,2,2,4,1,1,1,1,,,1,1,2,2,1,4,2,2,1,0.725
763,"l","4/9/2013 8:16:08 P","A",3,"MICHIGAN","3",1,2,1,2,2,"MELTING OF POLAR ICE CAPS",1,1,2,3,3,3,2,2,2,,,,,,,3,3,2,2,2,2,98,3,3,2,4,98,2,98,3,,,1,1,2,3,3,2,2,3,1,0.84
764,"l","4/9/2013 8:17:25 P","A",4,"FLORIDA","2",98,,,,,"",,,,,,,,,,,,,,,,1,1,1,98,4,98,4,4,2,1,4,3,2,3,2,,,1,6,,3,1,2,2,4,2,0.725
765,"l","4/9/2013 8:17:29 P","A",4,"FLORIDA","2",1,2,3,2,1,"SOMETIMES THERE IS NO CLOUD COVERING",10,2,3,2,2,3,98,2,2,,,,,,,3,3,2,98,98,2,4,3,2,1,4,2,2,1,3,,,1,1,2,2,1,1,4,3,1,0.725
766,"l","4/9/2013 8:21:23 P","A",4,"GEORGIA","2",2,,,,,"",,,,,,,,,,1,"HAVE NOT SEEN ANY SIGNS",1,4,2,1,1,1,1,4,4,3,4,4,4,4,4,4,4,2,1,,,1,2,,2,1,2,3,1,1,0.725
767,"l","4/9/2013 8:23:02 P","A",4,"DELAWARE","2",2,,,,,"",,,,,,,,,,1,"WEATHER RUNS IN STREAKS EVERY HUNDRED YEARS OR SO",2,1,3,4,98,3,3,2,3,4,98,4,4,4,4,98,98,98,1,,,2,1,1,2,1,1,3,1,2,1.22
768,"l","4/9/2013 8:25:38 P","A",3,"NORTH CAROLINA","2",1,1,1,1,1,"IT HAS BEEN HAPPENING FOR YEARS",10,1,2,4,1,1,2,1,2,,,,,,,4,4,4,4,1,1,4,4,1,1,4,1,1,1,2,,,1,1,2,2,1,1,3,2,2,0.84
769,"l","4/9/2013 8:26:43 P","A",2,"GEORGIA","2",2,,,,,"",,,,,,,,,,2,"NATURAL PATTERNS",2,1,3,4,2,2,2,2,3,4,4,4,4,2,4,2,2,1,4,,,1,2,,4,2,2,1,4,1,1.18
770,"l","4/9/2013 8:26:46 P","A",4,"UTAH","4",1,1,3,1,1,"WEATHER HAS BEEN SO VERY CRAZY",2,2,2,4,4,4,98,2,2,,,,,,,3,3,3,98,98,98,3,98,2,1,4,2,3,1,3,,,1,3,,4,2,,,,1,0.725
771,"l","4/9/2013 8:30:00 P","A",3,"INDIANA","3",1,2,3,2,2,"MELTING ICE CAPS",1,1,2,3,2,2,3,2,2,,,,,,,2,2,2,2,3,1,98,2,2,2,2,2,2,1,5,,,1,1,1,4,5,2,1,5,1,0.84
772,"l","4/9/2013 8:32:36 P","A",3,"CALIFORNIA","4",1,1,1,1,1,"RESEARCH PROVIDED",4,2,3,2,2,2,98,2,2,,,,,,,4,4,4,4,2,2,4,2,2,98,2,1,2,1,1,,,1,6,,5,2,1,4,,2,0.85
773,"l","4/9/2013 8:34:42 P","A",2,"MASSACHUSETTS","1",1,2,3,2,2,"POLAR ICE CAPS ARE MELTING AND STORMS ARE GETTING MORE SEVERE",1,1,2,3,2,3,2,2,1,,,,,,,2,2,2,2,3,2,4,4,4,4,4,98,98,98,4,,,1,2,,4,1,2,1,,2,1.18
774,"l","4/9/2013 8:40:45 P","A",4,"VIRGINIA","2",1,1,1,2,98,"WINTERS ARE MILD",3,1,2,2,1,2,98,2,1,,,,,,,2,98,98,2,2,2,2,98,98,2,3,98,98,1,1,,,1,1,2,2,1,4,2,2,2,0.725
775,"l","4/9/2013 8:51:56 P","A",1,"FLORIDA","2",1,2,2,4,2,"DO NOT KNOW",10,2,2,2,2,3,2,2,2,,,,,,,3,2,2,3,2,2,3,98,98,98,2,98,3,3,2,,,9,1,2,2,1,4,98,,1,2.05
776,"l","4/10/2013 8:16:37","A",3,"ALABAMA","2",1,2,1,2,1,"POLAR ICE IS MELTING",1,1,3,3,3,2,2,2,2,,,,,,,3,3,3,3,2,98,4,3,2,1,3,2,98,1,2,,,1,2,,3,1,1,4,,1,0.84
777,"l","4/10/2013 8:17:55","A",4,"VIRGINIA","2",2,,,,,"",,,,,,,,,,1,"CYCLES",2,1,3,3,1,1,1,1,4,4,4,4,3,2,4,3,2,1,1,,,1,1,2,2,1,1,3,1,2,0.725
778,"l","4/10/2013 8:20:19","A",3,"VIRGINIA","2",1,1,1,1,1,"SEVERE WEATHER CHANGES",3,1,2,3,3,2,1,2,2,,,,,,,4,4,4,4,1,1,4,3,2,2,4,2,2,1,2,,,1,1,2,4,2,2,1,3,2,0.84
779,"l","4/10/2013 8:20:36","A",4,"CONNECTICUT","1",2,,,,,"",,,,,,,,,,2,"THERE IS NO REAL PROOF",3,4,4,4,1,1,1,4,4,3,4,4,4,4,4,4,4,2,1,,,10,2,,2,4,4,3,,2,0.795
780,"l","4/10/2013 8:22:31","A",3,"MICHIGAN","3",1,2,2,3,2,"NATURAL TRENDS OVER TIME",9,2,3,3,3,4,3,2,2,,,,,,,98,3,3,2,3,2,4,4,3,2,4,98,98,1,3,,,9,2,,2,1,1,4,,2,1.335
781,"l","4/10/2013 8:23:19","A",4,"NEW HAMPSHIRE","1",2,,,,,"",,,,,,,,,,1,"IT IS STILL SNOWING IN SOME PARTS OF COUNTRY IN APRI",1,1,3,3,1,1,1,1,4,4,4,4,4,2,4,4,2,1,1,,,1,2,,4,1,1,3,2,1,0.725
782,"l","4/10/2013 8:23:34","A",4,"TENNESSEE","2",2,,,,,"",,,,,,,,,,1,"BIBLE BELIEVING CHRISTIAN",6,4,1,2,1,1,1,4,4,4,1,4,4,4,4,4,3,2,1,,,1,1,1,4,1,2,1,,1,0.725
783,"l","4/10/2013 8:25:44","A",3,"FLORIDA","2",98,,,,,"",,,,,,,,,,,,,,,,98,2,2,2,3,4,4,4,4,4,4,4,4,2,1,,,1,1,2,3,2,2,2,3,1,0.84
784,"l","4/10/2013 8:27:49","A",2,"VERMONT","1",98,,,,,"",,,,,,,,,,,,,,,,98,98,98,98,98,98,,98,98,98,98,98,98,98,98,,,1,1,2,3,2,4,3,,2,1.18
785,"l","4/10/2013 8:29:56","A",4,"NORTH CAROLINA","2",1,1,1,1,1,"RECENT STORMS",3,1,1,1,1,1,1,1,1,,,,,,,4,4,4,4,1,1,4,1,1,1,2,1,1,1,3,,,1,2,,3,1,2,1,2,1,0.725
786,"l","4/10/2013 8:31:33","A",2,"OHIO","3",1,2,3,2,2,"FOSSIL FUELS AND SOME NATURAL TRENDS",8,2,2,3,2,2,2,2,2,,,,,,,3,2,2,2,3,2,98,4,2,2,4,98,2,1,4,,,1,2,,4,5,2,1,4,2,1.18
787,"l","4/10/2013 8:32:20","A",4,"OHIO","3",1,1,1,1,1,"SCIENTIFIC FINDINGS",4,1,3,2,2,2,2,2,2,,,,,,,4,4,4,98,2,2,4,2,2,1,2,2,98,1,2,,,2,1,2,2,1,1,4,1,1,1.22
788,"l","4/10/2013 8:32:40","A",3,"MICHIGAN","3",1,1,1,1,1,"GREENHOUSE GAS EMISSIONS",8,1,3,4,3,3,1,1,3,,,,,,,4,4,4,4,2,2,,3,2,2,4,2,2,1,3,,,1,1,2,2,1,4,2,2,2,0.85
789,"l","4/10/2013 8:32:55","A",3,"NEW JERSEY","1",1,2,3,2,2,"DROUGHTS",3,2,2,2,2,2,98,2,2,,,,,,,3,2,1,4,2,2,4,4,1,1,4,1,1,1,1,,,1,3,,4,5,2,1,,2,0.84
790,"l","4/10/2013 8:33:23","A",3,"OHIO","3",1,1,1,1,1,"READING",6,1,1,1,98,98,1,1,98,,,,,,,4,4,98,4,2,2,4,4,1,1,3,98,1,1,98,,,1,1,2,4,5,1,5,2,2,0.84
791,"l","4/10/2013 8:34:55","A",4,"OHIO","3",2,,,,,"",,,,,,,,,,1,"NATURAL WEATHER OVER THE YEARS",2,1,4,2,2,2,2,2,3,4,4,4,4,4,4,4,4,2,1,,,1,1,2,2,2,1,3,,2,0.725
792,"l","4/10/2013 8:35:19","A",2,"VIRGINIA","2",1,1,3,1,1,"HOLES IN THE OZONE LAYERS",10,2,2,2,2,2,2,2,2,,,,,,,3,3,3,3,2,2,4,3,2,1,4,2,3,1,3,,,1,6,,4,2,4,4,,1,1.18
