"Respnum","Sample","VersionQ3_4","VersionQ33","demog_age_list","demog_state","demog_state_region","weather_pastsummer_v3","weather_pastwinter","gw_belief","believer_confidence","believer_cause","believer_factor_open","believer_factor_open_coded","gw_concern","gw_prevent","govt_fed_v2","govt_effectiveness_v2","believer_factor_glaciers","believer_factor_warmer","believer_factor_hurricane","believer_factor_mildwint","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","carbontax_support","carbontax_cost10pct","carbontax_revneutral_v1","carbontax_rev4research_v1","carbontax_rev4debt_v2","willing2pay_temprise_open","willing2pay_temprise_coded","gw_techsolveprob","gw_adapt","state_rps_neighbr","carbontax_price_nocost","carbontax_price_8cpg","carbontax_price_42cpg","rps_support_v2","vehicle_evrebate","coalfpp_support_phaseout","wind_noise","wind_climate","wind_visual","wind_jobs","wind_propvalue","wind_mycommunity","coal_leavinground_v2","willing2pay_list","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Date_Time","Weight"
595,"L","C","B",3,"TX",2,5,5,1,1,2,"CYCLES",9,1,1,98,2,1,4,4,4,3,3,,,,,,,4,4,4,1,1,"ZERO",1,98,98,98,-9,4,-9,4,2,4,1,98,1,1,4,1,3,1,10,1,2,4,5,4,1,3,1,"10/26/2016 9:30:18",0.77
596,"L","D","B",4,"KS",3,5,5,1,1,2,"HISTORY",10,4,2,-9,2,3,3,3,3,98,3,,,,,,,4,4,3,4,2,"ZERO",1,4,98,98,-9,4,-9,3,98,4,98,4,3,98,98,1,3,1,1,1,1,3,2,2,1,98,2,"10/26/2016 9:49:42",0.85
597,"L","C","B",4,"CA",4,1,2,1,2,1,"READ",6,2,1,98,2,2,4,4,4,1,1,,,,,,,2,4,1,2,4,"ZERO",1,2,1,3,-9,4,-9,2,1,2,3,2,3,2,3,1,2,2,1,1,2,2,1,2,3,2,1,"10/26/2016 9:55:09",0.48
598,"C","D","A",4,"RI",1,1,5,1,1,2,"SAW IT ON TV",6,3,2,-9,2,1,2,2,2,2,1,,,,,,,2,3,2,2,3,"ZERO",1,98,3,3,2,-9,-9,2,3,4,3,98,3,2,3,2,3,1,1,2,,3,1,1,3,,2,"10/27/2016 4:17:07",0.85
599,"C","C","A",1,"CA",4,1,1,1,1,1,"OIL DRILLING, CAR EMISSION",8,2,2,-9,1,1,1,1,1,1,1,,,,,,,3,2,2,2,4,"ZERO",1,2,1,2,4,-9,-9,2,4,1,4,2,3,2,98,1,2,1,10,6,,3,1,4,5,2,1,"10/27/2016 4:18:50",0.81
600,"C","D","B",3,"FL",2,1,2,1,2,98,"FEEL IT",2,3,2,-9,2,2,2,3,3,4,2,,,,,,,4,4,98,1,4,"ZERO",1,3,2,3,-9,4,-9,2,2,4,98,2,2,2,2,98,98,1,9,2,,3,1,1,4,,1,"10/27/2016 4:20:54",2.26
601,"C","C","B",2,"OH",3,5,5,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,4,4,"ZERO",1,4,4,4,-9,4,-9,4,1,4,4,4,1,1,1,4,1,1,1,2,,4,1,2,1,,1,"10/27/2016 4:22:20",0.88
602,"C","D","C",3,"ND",3,5,5,98,,,,,,,-9,,,,,,,,,,,,,,3,3,98,3,3,"ZERO",1,2,2,98,-9,-9,4,4,98,4,98,98,2,98,98,98,98,98,1,1,2,3,1,2,2,4,2,"10/27/2016 4:30:11",1.14
603,"C","C","A",4,"NJ",1,2,3,1,2,3,"SEEN POLAR ICE MELTING",1,1,1,1,1,1,2,1,4,1,1,,,,,,,1,3,2,2,4,"$20.00-$25.00",2,2,4,2,2,-9,-9,1,1,2,2,3,3,1,3,1,3,2,1,2,,3,1,4,2,5,2,"10/27/2016 4:31:20",0.75
604,"C","D","B",1,"AZ",4,3,4,1,1,1,"MELTING",1,1,1,1,98,1,2,4,2,1,2,,,,,,,2,98,98,1,1,"$50.00",2,2,4,2,-9,2,-9,2,2,2,1,2,98,2,4,1,2,2,1,6,,2,5,4,3,,1,"10/27/2016 4:34:34",0.66
605,"C","D","C",1,"GA",2,1,3,1,2,3,"POLLUTION",8,3,2,-9,2,1,1,2,2,2,2,,,,,,,3,3,3,1,2,"$300.00",5,2,3,3,-9,-9,4,1,2,1,3,1,3,2,3,1,2,4,1,2,,5,5,1,5,4,2,"10/27/2016 4:35:51",1.04
606,"C","C","B",1,"NJ",1,5,4,2,,,,,,,-9,,,,,,,,1,"PEOPLE ARE FREAKING OUT ABOUT WEATHER TEMPERATURES.  NO DRAMATIC CHANGES IN",1,1,3,4,1,4,1,1,1,"$5.00-$10.00",2,4,1,1,-9,4,-9,1,2,2,2,4,4,2,2,4,1,2,9,2,,4,5,98,3,3,1,"10/27/2016 4:36:59",2.23
607,"C","C","A",2,"WA",4,5,5,98,,,,,,,-9,,,,,,,,,,,,,,4,98,4,2,4,"NONE",1,4,4,2,4,-9,-9,4,4,4,98,2,1,2,2,1,98,1,1,1,1,5,1,2,3,6,2,"10/27/2016 4:38:40",1.19
608,"C","D","A",1,"CA",4,5,3,1,2,2,"OCEAN LEVELS RISING",11,2,2,-9,98,2,4,2,4,1,4,,,,,,,3,3,3,98,2,"ZERO",1,98,2,98,3,-9,-9,2,2,2,2,2,98,2,98,2,3,1,1,1,2,3,5,2,2,98,1,"10/27/2016 4:41:47",0.63
609,"C","C","C",2,"FL",2,2,2,1,1,1,"TIME FRAME OF TEMPERATURE FLUCTUATIONS",10,2,1,1,1,2,3,3,3,3,3,,,,,,,2,2,1,1,1,"NOT SURE",98,1,4,3,-9,-9,2,2,2,2,3,2,2,2,2,2,2,3,1,1,1,4,4,4,2,5,1,"10/27/2016 4:41:52",0.78
610,"C","D","A",2,"VA",2,1,3,1,1,1,"MELTING POLAR CAPS",1,1,1,1,1,1,3,1,2,1,1,,,,,,,4,4,4,4,4,"ZERO",1,2,2,2,4,-9,-9,1,1,4,2,2,2,2,3,2,3,1,1,1,2,2,1,4,3,,1,"10/27/2016 4:44:04",0.96
611,"C","C","C",1,"IL",3,2,5,1,1,2,"WIINTERS LASTED LONGER YEARS AGO",3,1,1,1,1,1,1,4,1,98,3,,,,,,,4,4,4,4,4,"ZERO",1,1,4,1,-9,-9,4,1,1,4,4,4,1,1,4,1,1,2,1,1,2,3,5,1,3,2,1,"10/27/2016 4:45:17",0.64
612,"C","D","B",4,"MD",2,1,3,1,1,1,"LOCAL WEATHER, ARTIC ICE MELTING",3,1,1,1,1,1,1,2,1,2,1,,,,,,,2,2,2,1,2,"$10.00-$20.00",2,1,3,98,-9,3,-9,2,2,2,2,2,3,1,2,2,3,3,1,1,1,4,4,4,3,6,2,"10/27/2016 4:52:30",0.75
613,"C","C","B",3,"OK",2,2,1,98,,,,,,,-9,,,,,,,,,,,,,,4,4,4,4,4,"ZERO",1,98,98,98,-9,4,-9,1,4,4,2,4,98,2,1,1,3,1,1,1,2,5,1,,2,,1,"10/27/2016 4:55:32",0.53
614,"C","C","A",4,"TX",2,3,2,2,,,,,,,-9,,,,,,,,1,"NATURAL CYCLES",2,2,2,2,4,4,2,3,2,"$1.00",2,3,2,2,2,-9,-9,3,3,4,98,3,2,2,2,4,3,1,1,1,2,4,1,2,3,,2,"10/27/2016 4:55:56",0.8
615,"C","D","A",4,"OR",4,2,4,1,1,3,"PERSONAL OBSERVATION",2,1,2,-9,2,2,1,1,1,2,1,,,,,,,4,3,2,2,4,"ZERO",1,4,1,2,4,-9,-9,4,4,2,4,3,4,2,98,1,2,1,1,1,1,2,3,4,1,3,1,"10/27/2016 4:59:00",0.49
616,"C","C","B",2,"NJ",1,2,1,1,1,98,"WHAT THEY HAVE READ",6,2,1,1,1,1,1,1,2,1,1,,,,,,,1,2,1,1,4,"$50.00",2,2,4,3,-9,4,-9,1,2,98,1,2,1,2,2,1,1,2,1,2,,4,1,1,4,6,2,"10/27/2016 5:02:52",1.24
617,"C","C","A",3,"MI",3,2,2,1,1,1,"LOOK AT RESEARCH DATA",4,1,1,1,1,1,2,98,2,1,2,,,,,,,1,1,2,2,3,"20 PERCENT OR MORE",7,1,4,2,1,-9,-9,1,1,2,3,2,4,1,2,1,2,5,1,6,,5,1,4,3,6,1,"10/27/2016 5:06:28",0.48
618,"C","D","B",4,"TX",2,2,2,1,1,1,"READ ARTICLES, NEWS",6,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,2,1,1,"$100.00",3,2,1,4,-9,3,-9,1,1,1,4,2,4,1,3,1,3,4,1,6,,4,1,1,4,3,2,"10/27/2016 5:08:41",0.82
619,"C","C","C",1,"NM",4,5,5,1,2,3,"BURNING FOSSIL FUELS",8,1,1,1,1,1,4,2,2,2,1,,,,,,,98,2,2,1,4,"ZERO",1,2,4,2,-9,-9,3,4,1,4,4,4,3,4,3,4,3,1,1,2,,5,6,4,2,6,1,"10/27/2016 5:11:02",0.48
620,"C","C","A",4,"CA",4,1,1,2,,,,,,,-9,,,,,,,,1,"CHANGING CYCLES OVER THE CENTURIES",2,1,1,1,1,1,1,1,1,"$25.00",2,1,1,2,4,-9,-9,1,1,3,2,1,3,1,3,1,2,4,1,2,,5,5,2,1,6,1,"10/27/2016 5:11:20",0.29
621,"C","D","A",2,"SC",2,2,2,1,2,1,"WORK OUTSIDE ITS HOT",2,3,1,1,1,1,2,2,3,2,1,,,,,,,2,3,1,1,4,"ZERO",1,98,3,98,2,-9,-9,1,1,3,3,2,2,2,3,1,1,2,1,1,2,2,5,,3,4,1,"10/27/2016 5:19:01",1.06
622,"C","C","B",1,"NY",1,1,2,1,1,3,"RAW DATA OCEAN TEMPERATURES",4,1,1,1,1,1,1,1,1,1,1,,,,,,,1,3,4,1,4,"ZERO",1,98,2,2,-9,4,-9,2,2,2,4,98,4,1,98,1,2,,1,,,5,2,2,5,5,1,"10/27/2016 5:21:44",0.43
623,"C","D","B",3,"CA",4,1,1,1,1,1,"READING",6,1,1,1,98,1,1,2,2,1,2,,,,,,,1,1,2,1,2,"ZERO",1,1,4,4,-9,2,-9,1,2,4,4,1,3,1,4,1,98,1,1,6,,4,1,1,5,,1,"10/27/2016 5:25:59",0.58
624,"C","D","B",3,"TX",2,1,1,1,1,1,"HUMAN FACTOR",8,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,4,"$10.00",2,4,1,1,-9,4,-9,1,4,4,3,1,1,4,4,4,2,2,5,2,,2,3,1,1,2,2,"10/27/2016 5:26:15",1.81
625,"C","C","A",2,"WI",3,1,3,1,1,1,"RECEDING TIDES AND MELTING POLAR CAPS",11,1,1,1,1,1,2,2,3,2,1,,,,,,,2,2,2,2,2,"$10.00",2,1,3,3,2,-9,-9,1,1,2,3,1,3,1,3,1,3,4,5,6,,4,5,4,5,,1,"10/27/2016 5:29:02",1.61
626,"C","D","A",1,"TX",2,2,1,1,1,2,"GETTING HOTTER",2,1,1,1,1,1,2,2,1,1,1,,,,,,,98,3,2,2,2,"$10.00 TO $15.00",2,2,4,2,1,-9,-9,1,2,98,3,2,3,2,3,1,98,3,1,5,,5,5,,4,6,2,"10/27/2016 5:31:01",0.89
627,"C","D","A",4,"NY",1,2,98,1,1,1,"FROM WHAT I READ",6,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,98,"NOT SURE",98,2,3,4,1,-9,-9,1,2,1,98,1,2,2,2,2,2,4,1,3,,5,2,1,5,5,2,"10/27/2016 5:32:53",0.65
628,"C","C","B",1,"NC",2,2,2,2,,,,,,,-9,,,,,,,,1,"NOT SURE",9,1,3,4,1,1,2,3,2,"ZERO",1,1,1,1,-9,4,-9,4,3,4,1,2,2,2,3,3,3,2,1,6,,2,1,2,2,2,2,"10/27/2016 5:34:09",1.08
629,"C","D","C",4,"IN",3,2,5,1,2,3,"TEMPERATURES",2,2,98,1,2,1,1,2,3,2,1,,,,,,,3,4,4,4,4,"NOT SURE",98,4,1,98,-9,-9,4,2,1,98,98,4,1,2,98,1,98,3,1,1,2,3,1,2,2,3,2,"10/27/2016 5:35:08",0.87
630,"C","D","C",4,"OH",3,2,2,1,2,2,"GETTING WARMER GENERALLY NOT EVERY YEAR",2,4,2,-9,2,4,4,4,4,4,4,,,,,,,4,4,4,4,4,"ZERO",1,4,1,3,-9,-9,4,4,4,4,98,4,1,1,1,4,1,1,1,1,1,5,1,4,3,6,2,"10/27/2016 5:35:16",0.7
631,"C","D","B",1,"CA",4,3,3,1,1,98,"WHAT THEY HAVE READ",6,2,1,1,1,2,2,1,1,1,1,,,,,,,4,3,4,4,4,"ZERO",1,2,4,1,-9,4,-9,2,3,1,4,1,2,3,98,2,2,1,1,2,,4,2,1,1,,1,"10/27/2016 5:44:36",0.58
632,"C","C","C",3,"FL",2,5,5,1,1,2,"EVIDENCE OF GREENHOUSE GASES",4,1,1,2,1,2,1,1,3,2,1,,,,,,,1,4,2,4,4,"ZERO",1,1,1,2,-9,-9,4,2,4,3,4,2,2,2,98,1,1,1,1,2,,4,1,2,3,3,1,"10/27/2016 5:45:07",0.6
633,"C","D","A",4,"NY",1,5,5,98,,,,,,,-9,,,,,,,,,,,,,,1,4,1,1,4,"ZERO",1,2,2,2,2,-9,-9,2,2,2,98,98,2,1,1,2,2,1,2,2,,4,1,1,1,4,1,"10/27/2016 5:47:13",1.37
634,"C","C","C",1,"WI",3,1,4,1,2,3,"SUMMERS HOTTER AND LONGER",2,2,1,1,1,1,1,1,98,1,1,,,,,,,3,3,2,1,1,"NOT MUCH",98,2,4,4,-9,-9,4,1,1,4,4,98,4,1,4,1,3,2,1,1,2,4,1,,3,5,1,"10/27/2016 5:48:34",0.48
635,"C","D","C",2,"GA",2,2,2,1,1,1,"FACTUAL EVIDENCE",4,1,1,98,1,1,1,1,1,1,1,,,,,,,1,2,2,2,3,"NOT SURE",98,2,4,4,-9,-9,2,1,1,1,4,1,4,1,4,1,2,2,2,1,2,5,1,2,4,3,1,"10/27/2016 5:50:37",1.73
636,"C","C","A",3,"SC",2,1,3,1,1,1,"MELTING POLAR CAPS",1,1,1,1,1,1,1,1,2,1,1,,,,,,,2,2,2,2,2,"$20.00",2,1,2,3,2,-9,-9,1,1,2,2,1,2,1,2,2,3,2,1,1,2,3,1,1,4,,2,"10/27/2016 5:51:19",1.04
637,"C","D","A",1,"IL",3,2,2,1,2,1,"DUE TO CHANGES THAT WE DO TO THE EARTH",8,3,1,2,2,1,2,3,3,3,2,,,,,,,2,2,2,2,2,"ZERO",1,3,2,1,2,-9,-9,2,2,2,2,2,2,2,3,2,3,1,1,2,,2,1,4,3,,2,"10/27/2016 5:54:55",1.07
638,"C","D","B",3,"PA",1,1,1,1,1,2,"NATUARL  FACTORS",9,3,2,-9,2,1,1,1,1,2,3,,,,,,,4,4,1,1,4,"ZERO",1,4,1,1,-9,4,-9,1,1,4,1,4,1,4,1,4,1,1,1,6,,2,5,4,1,4,1,"10/27/2016 5:55:16",0.76
639,"C","D","B",4,"TN",2,2,3,1,1,1,"WEATHER.  HEAR ON TV TEMPERATURES GETTING HIGHER",3,1,1,1,1,1,1,1,1,2,2,,,,,,,4,4,4,4,4,"ZERO",1,1,4,1,-9,4,-9,1,1,1,2,1,4,1,4,1,3,2,1,1,1,2,1,4,2,2,1,"10/27/2016 5:56:35",0.48
640,"C","C","A",4,"IL",3,5,5,2,,,,,,,-9,,,,,,,,1,"GOD CONTROLS EVERYTHING ON THIS EARTH",6,1,2,2,4,4,4,4,4,"ZERO",1,1,2,2,3,-9,-9,3,1,4,4,2,3,1,3,2,2,1,2,1,1,2,1,4,3,,1,"10/27/2016 6:07:19",1.35
641,"C","C","C",1,"FL",2,5,5,1,2,3,"RECORD HIGH AND LOW TEMPS",2,4,1,2,2,1,1,1,2,4,4,,,,,,,4,4,1,4,1,"ZERO",1,4,1,98,-9,-9,4,1,4,98,4,3,4,4,4,1,98,1,1,1,2,2,1,1,3,1,1,"10/27/2016 6:10:08",0.73
642,"C","D","A",2,"TN",2,5,3,1,1,1,"POLAR ICECAPS MELTING AND BURNING OF FOSSIL FUELS",1,2,1,1,1,1,2,2,3,2,1,,,,,,,98,3,2,2,2,"ZERO",1,2,2,98,98,-9,-9,2,2,3,3,2,3,2,3,2,3,1,1,,,3,1,4,98,,2,"10/27/2016 6:12:39",1.34
643,"C","C","B",4,"IL",3,5,5,1,1,3,"FOSSIL FUEL",8,1,1,1,1,1,3,3,4,2,3,,,,,,,1,1,1,1,1,"$10.00",2,4,4,1,-9,1,-9,1,1,4,4,4,4,98,4,1,3,2,2,2,,3,1,4,2,2,1,"10/27/2016 6:14:20",1.33
644,"C","D","C",1,"CA",4,1,3,1,2,98,"NOT SURE",10,4,2,-9,2,4,4,4,4,4,4,,,,,,,98,98,98,98,98,"ZERO",1,98,98,98,-9,-9,98,2,2,4,4,4,3,2,3,4,3,1,1,7,,5,5,2,3,2,2,"10/27/2016 6:15:19",0.95
645,"C","D","C",3,"VA",2,1,5,1,1,1,"DECLINING ARCTIC CIRCLES",1,2,1,98,1,1,1,2,2,1,2,,,,,,,2,2,98,1,1,"$5.00",2,98,4,3,-9,-9,1,1,1,98,98,98,98,98,98,98,98,98,1,6,,4,5,,,6,2,"10/27/2016 6:17:47",0.94
646,"C","C","A",2,"NJ",1,2,2,1,1,1,"CHANGES IN THE WEATHER BEHAVIOR",3,1,1,2,1,1,1,2,98,1,1,,,,,,,1,1,4,1,3,"CAN'T PUT INTO NUMBERS",7,1,4,3,1,-9,-9,1,1,1,2,1,98,1,4,1,2,6,10,2,,5,5,,5,6,1,"10/27/2016 6:20:46",0.95
647,"C","D","C",3,"VA",2,1,2,1,1,1,"SCIENCE",4,2,1,1,1,2,4,4,3,2,4,,,,,,,1,2,98,1,4,"ZERO",1,1,4,2,-9,-9,2,4,4,4,4,2,1,2,2,2,2,1,1,6,,3,5,1,1,6,1,"10/27/2016 6:22:13",0.58
648,"C","C","B",1,"AZ",4,5,3,1,1,3,"SCIENTIFIC RESEARCH",4,2,1,1,1,1,3,2,2,2,1,,,,,,,2,2,1,1,2,"NOT SURE",98,2,4,4,-9,2,-9,1,1,2,4,1,2,1,98,1,2,3,1,6,,5,5,4,3,2,1,"10/27/2016 6:23:45",0.54
649,"C","D","A",4,"FL",2,5,5,2,,,,,,,-9,,,,,,,,1,"NOTHINGS CHANGED IN MY WEATHER",1,4,4,4,4,4,3,4,4,"ZERO",1,4,4,4,4,-9,-9,4,4,1,2,4,4,2,4,4,1,1,1,,,3,1,1,1,2,1,"10/27/2016 6:25:07",0.45
650,"C","C","A",3,"CA",4,5,5,2,,,,,,,-9,,,,,,,,1,"NATURAL PATTERNS IN THE WORLD CYCLES",2,1,2,2,1,1,1,1,1,"ZERO",1,1,3,3,3,-9,-9,1,1,2,2,1,2,1,3,2,2,1,1,1,2,4,1,2,1,6,1,"10/27/2016 6:26:06",0.53
651,"C","D","C",3,"CA",4,5,2,98,,,,,,,-9,,,,,,,,,,,,,,3,2,1,1,4,"ZERO",1,2,1,98,-9,-9,4,1,2,3,1,3,4,3,1,1,1,1,1,1,2,4,5,4,2,4,1,"10/27/2016 6:28:58",0.68
652,"C","C","B",1,"LA",2,1,2,1,1,2,"WEATHER IS HOT SUMMERS AND COOL WINTERS",3,3,1,98,2,4,1,2,3,4,2,,,,,,,2,2,4,1,3,"ZERO",1,1,1,1,-9,3,-9,2,2,3,1,1,1,1,2,2,2,1,2,6,,2,2,1,98,,1,"10/27/2016 6:35:34",1.54
653,"C","C","A",3,"AR",2,2,2,1,2,98,"GROWING SEASONS CHANGED IN THE PAST 15 YEARS",3,4,1,1,1,1,2,2,2,2,2,,,,,,,1,1,1,1,2,"ZERO",1,98,4,98,2,-9,-9,1,2,2,3,98,3,2,98,1,98,3,1,6,,3,5,1,3,1,2,"10/27/2016 6:37:51",1.11
654,"C","D","B",2,"PA",1,5,3,2,,,,,,,-9,,,,,,,,2,"PATTERNS",2,2,4,3,1,4,1,3,4,"ZERO",1,1,1,1,-9,4,-9,2,2,4,4,1,4,1,4,1,2,1,1,6,,5,5,4,4,1,1,"10/27/2016 6:40:19",0.9
655,"C","C","A",4,"TX",2,5,2,1,1,3,"GLACIER NATIONAL ONLY HAS 20 GLACIERS LEFT OUT OF 150",1,1,1,1,1,1,2,1,4,2,1,,,,,,,2,2,98,2,3,"$25.00-$30.00",2,2,3,3,2,-9,-9,3,98,1,98,2,2,2,2,98,98,3,1,1,2,5,2,1,4,6,2,"10/27/2016 6:43:02",0.7
656,"C","D","A",2,"CA",4,2,2,1,1,1,"TEMP CHANGES",2,3,2,-9,2,1,2,2,2,3,2,,,,,,,2,3,3,3,3,"$16.00",2,2,3,4,2,-9,-9,2,3,3,2,3,3,2,2,2,3,1,2,,,2,1,1,4,,2,"10/27/2016 6:43:03",2.25
657,"C","C","B",2,"GA",2,2,5,1,1,1,"FOSSIL FUELS",8,2,1,1,1,1,2,3,3,3,3,,,,,,,4,4,1,1,1,"$20.00",2,1,4,98,-9,1,-9,1,1,4,98,1,4,4,1,1,2,6,2,7,,3,3,1,4,5,1,"10/27/2016 6:47:23",1.71
658,"C","D","B",2,"CA",4,2,5,1,2,3,"OZONE",10,2,1,2,98,2,1,2,4,2,2,,,,,,,2,3,2,1,,"3 PERCENT",7,1,4,98,-9,2,-9,1,1,98,4,2,98,2,1,1,2,98,5,6,,5,5,1,4,4,1,"10/27/2016 6:49:06",1.66
659,"C","D","C",2,"AL",2,1,2,1,1,1,"WARMING TEMPERATURES AT NORTH POLE",2,1,1,1,1,1,2,4,2,4,4,,,,,,,1,1,1,1,4,"ZERO",1,2,4,2,-9,-9,2,2,4,3,4,1,4,2,4,1,2,1,1,2,,5,5,2,3,5,2,"10/27/2016 6:52:30",1.14
660,"C","C","B",1,"IA",3,3,1,98,,,,,,,-9,,,,,,,,,,,,,,1,3,2,1,1,"ZERO",1,1,3,4,-9,2,-9,1,3,3,4,3,4,1,2,1,3,1,1,1,1,4,5,4,3,3,2,"10/27/2016 6:56:26",1.01
661,"C","D","A",2,"IL",3,2,1,1,1,1,"SEASONS CHANGE",3,2,1,1,1,1,1,1,3,2,2,,,,,,,2,1,1,1,1,"$50.00",2,2,3,3,2,-9,-9,1,1,4,3,1,4,1,2,1,3,4,1,1,2,3,5,2,2,5,1,"10/27/2016 7:04:50",0.83
662,"C","C","B",4,"PA",1,5,4,1,1,3,"HOTTER THAN USUAL",2,2,1,1,1,1,1,1,3,1,1,,,,,,,4,4,1,98,4,"ZERO",1,4,4,4,-9,4,-9,1,4,98,4,98,4,1,1,4,3,1,1,1,2,3,5,2,1,,2,"10/27/2016 7:10:04",0.85
663,"C","D","C",3,"IA",3,3,2,1,2,3,"WINTERS CHANGED  LESS SNOW",3,2,1,1,1,2,2,3,2,2,2,,,,,,,3,2,1,2,3,"NOT SURE",98,2,4,3,-9,-9,2,1,2,4,2,2,2,1,1,2,3,5,1,2,,3,1,4,3,2,1,"10/27/2016 7:12:25",0.64
664,"C","C","C",3,"MA",1,1,3,1,2,3,"POLLUTION",8,2,1,1,1,1,1,1,1,1,1,,,,,,,4,4,3,1,2,"$100.00",3,98,3,3,-9,-9,3,1,2,1,98,98,4,2,98,2,3,3,1,6,,5,1,4,4,6,2,"10/27/2016 7:32:06",0.89
665,"C","D","A",3,"NC",2,1,4,1,1,1,"60 DAYS OF 90 DEGREE WEATHER",2,1,1,1,1,2,1,3,3,1,1,,,,,,,2,2,2,2,1,"$30.00",2,3,3,2,2,-9,-9,2,2,2,2,3,2,2,2,2,2,2,1,6,,2,1,1,1,1,1,"10/27/2016 7:32:38",0.73
666,"C","C","A",3,"CA",4,1,2,1,1,1,"TOO MUCH GARBAGE ON THE BEACH AND IN  THE OCEAN AND TOO MANY OIL SLICKS",8,1,1,1,1,1,1,1,2,1,1,,,,,,,1,1,1,1,1,"$50.00",2,1,2,2,2,-9,-9,1,1,2,1,1,2,1,4,1,2,5,9,2,,4,1,1,5,5,1,"10/27/2016 7:34:27",2.11
667,"C","D","C",2,"WI",3,3,4,98,,,,,,,-9,,,,,,,,,,,,,,4,4,2,2,2,"$200.00",4,2,3,3,-9,-9,4,2,2,1,3,2,4,1,3,1,2,1,1,6,,3,1,4,3,2,1,"10/27/2016 7:46:41",0.94
668,"C","D","A",2,"MD",2,1,4,1,1,3,"HOTTER TEMPERATURES AND COLDER MONTHS",2,2,1,1,1,1,2,2,2,2,1,,,,,,,2,2,2,2,2,"1 OR 2 PERCENT",7,2,2,2,3,-9,-9,2,2,2,3,2,2,2,2,2,1,2,2,1,2,3,1,1,1,3,1,"10/27/2016 7:48:35",1.83
669,"C","C","A",3,"VA",2,3,2,1,1,3,"SEASONS",3,1,1,1,1,2,1,2,1,1,2,,,,,,,2,2,1,1,1,"ZERO",1,2,4,4,2,-9,-9,1,1,1,2,2,1,1,2,1,2,1,2,6,,2,1,1,3,5,1,"10/27/2016 7:52:05",1.44
670,"C","D","B",3,"OH",3,5,5,1,1,2,"SCIENTIFIC RESEARCH",4,2,1,1,2,2,3,3,3,3,3,,,,,,,4,4,1,1,1,"$5.00",2,98,4,98,-9,3,-9,4,98,4,2,3,98,3,2,1,3,2,1,6,,5,5,98,3,4,1,"10/27/2016 7:53:41",0.63
671,"C","C","C",1,"FL",2,2,2,1,2,1,"HOTTER TEMPERATURES",2,1,1,98,98,1,1,98,1,98,2,,,,,,,1,1,1,1,1,"NOT SURE",98,98,4,98,-9,-9,4,2,1,98,4,98,4,98,4,1,2,2,9,6,,3,5,3,98,2,2,"10/27/2016 7:56:20",2.68
672,"C","D","C",3,"IN",3,3,1,1,2,3,"CHANGES IN DIFFERENT SEASONS",3,2,1,1,1,98,98,98,98,98,98,,,,,,,98,4,1,98,1,"ZERO",1,2,1,98,-9,-9,4,98,98,98,98,98,4,98,98,98,98,2,2,1,2,3,5,1,3,5,1,"10/27/2016 8:05:13",1.41
673,"C","C","C",2,"WI",3,5,2,2,,,,,,,-9,,,,,,,,1,"REGULAR CYCLES",2,2,3,4,2,2,3,2,4,"ZERO",1,1,4,2,-9,-9,4,2,4,2,3,3,3,2,1,4,98,1,1,2,,4,5,4,1,4,2,"10/27/2016 8:06:35",1.39
674,"C","D","A",2,"NY",1,2,5,1,2,3,"TEMP CHANGES",2,2,1,1,2,1,2,2,3,3,2,,,,,,,2,2,3,3,3,"10 PERCENT",7,2,3,2,3,-9,-9,1,3,2,3,2,3,2,3,2,3,3,1,2,,4,5,2,2,4,1,"10/27/2016 8:06:40",0.98
675,"C","C","C",1,"NY",1,5,5,1,2,3,"MELTING OF ICE CAPS",1,2,1,1,1,1,4,1,4,1,1,,,,,,,2,3,3,1,2,"$100.00",3,1,3,3,-9,-9,1,1,2,2,3,2,2,2,3,1,2,2,1,6,,3,5,4,3,1,2,"10/27/2016 8:08:03",1.11
676,"C","D","B",4,"CA",4,1,2,1,1,1,"WARMER ALL OVER",2,98,2,-9,98,1,2,2,2,1,2,,,,,,,1,98,1,2,2,"NOT SURE",98,4,4,98,-9,2,-9,1,1,2,2,98,3,98,2,1,2,98,1,98,,5,1,98,1,,1,"10/27/2016 8:10:23",0.34
677,"C","C","A",1,"WA",4,2,2,98,,,,,,,-9,,,,,,,,,,,,,,98,3,2,2,98,"NOT SURE",98,2,3,2,98,-9,-9,2,2,2,98,2,3,3,98,2,98,5,10,6,,3,1,4,2,6,1,"10/27/2016 8:11:23",0.75
678,"C","D","A",2,"IL",3,2,2,98,,,,,,,-9,,,,,,,,,,,,,,2,3,1,1,1,"$25.00",2,3,4,98,1,-9,-9,4,3,1,3,1,1,3,1,1,1,1,1,1,2,4,5,1,4,4,2,"10/27/2016 8:14:06",1.39
