"Respnum","sample","Month","Date","demog_age_list","demog_state","demog_state_region","gw_belief","believer_confidence","believer_cause","believer_problem","gw_concern","believer_factor_open","believer_factor_open_coded","believer_factor_glaciers","believer_factor_warmer","believer_factor_models","believer_factor_hurricane","believer_factor_ipcc","believer_factor_unipcc","believer_factor_mildwint","believer_factor_polarbrs","believer_factor_droughts","believer_factor_extremes","nonbeliever_confidence","nonbeliever_factor_open","nonbeliever_factor_open_coded","nonbeliever_factor_weath","nonbeliever_factor_scievid","nonbeliever_factor_distort","gw_noevidence","gw_scioverstate","gw_nattrend","gw_mediaoverstate","fed_industrial","gw_sciencelimitimpact","gw_geoengrharm","gw_geoengr","gw_adapt","gw_adapteasy","govt_fed","govt_state","govt_local","gastax_support_v2","gastax_support_fee","captrade_support_limit","captrade_support_cap","electrictax_support_v2","electrictax_support_v3","captrade_support_v1","captrade_rev4renewbls","captrade_rev4debt","carbontax_support","carbontax_rev4renewbls","carbontax_rev4debt_v1","carbontax_rev4inctax","carbontax_revfed_v1","carbontax_revstate","willing2pay_list","intl_support_v1","intl_support_cost","intl_support_china_v1","demog_persfinance","demog_race","demog_relig","demog_relig_evang","demog_edu","demog_news","demog_polparty","demog_polviews","demog_income","demog_gender","Weight"
640,"B",12,15,2,"MI",3,1,1,1,1,1,"SEEING",2,1,2,2,4,,2,2,3,4,2,,,,,,,2,2,4,1,4,4,1,4,4,98,1,2,2,,1,,1,,2,4,4,4,4,4,,4,,6,5,1,2,2,1,1,1,2,4,3,2,2,,1,0.84
641,"B",12,15,2,"PA",1,1,2,3,1,2,"WEATHER CHANGES",3,1,2,98,1,,98,2,1,2,1,,,,,,,4,4,3,3,4,4,98,4,4,4,1,1,2,,2,,2,,2,4,2,4,4,4,,4,,1,1,4,4,4,3,1,6,,3,2,4,3,98,2,1.31
642,"B",12,15,4,"VA",2,2,,,,,,,,,,,,,,,,,2,"NATURAL SEASONAL CHANGES",2,2,2,2,1,1,1,1,1,4,1,4,3,3,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,4,4,3,1,3,,3,5,3,3,,2,0.78
643,"A",12,15,2,"SC",2,98,,,,,,,,,,,,,,,,,,,,,,,2,98,4,98,4,4,1,4,4,4,3,3,3,2,,2,,2,,4,98,1,4,4,4,,4,,1,4,4,1,2,2,2,,4,1,1,98,4,1,1.23
644,"B",12,15,2,"KS",3,1,2,1,2,2,"HIGHER WEATHER TEMPERATURES",2,1,1,1,1,,1,1,1,1,1,,,,,,,3,4,4,2,2,2,4,2,3,4,1,1,2,,2,,2,,2,2,2,2,4,4,,4,,2,3,2,4,2,3,10,2,,4,5,1,3,3,1,1.39
645,"A",12,4,1,"FL",2,2,,,,,,,,,,,,,,,,,1,"DAY TO DAY LIFE",1,1,3,3,3,2,2,1,3,2,2,2,2,3,2,2,1,1,,2,,2,,4,4,4,4,4,4,,1,,1,98,98,4,3,1,2,,4,2,4,3,2,1,1.49
645,"A",12,15,1,"NY",1,1,3,2,4,4,"NOT SURE",10,4,3,3,4,4,,4,4,4,4,,,,,,,4,4,4,4,4,4,4,4,4,4,98,3,3,98,,2,,2,,4,4,4,4,4,4,,,,1,,4,4,,1,6,,,98,,,,1,1.66
646,"A",12,15,1,"VA",2,1,1,1,1,2,"STUDIES",4,1,1,1,1,1,,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,2,,2,,2,2,2,2,98,4,,6,,1,4,4,4,3,5,4,,3,5,3,3,98,1,2.66
647,"B",12,15,3,"MI",3,1,2,1,1,1,"WEATHER PATTERNS",3,98,1,1,1,,1,1,1,1,1,,,,,,,1,1,4,4,1,4,1,1,1,1,1,1,1,,1,,2,,2,4,4,4,4,3,,2,,4,1,1,4,4,2,1,2,,4,1,1,1,3,2,0.36
648,"B",12,15,4,"NC",2,2,,,,,,,,,,,,,,,,,1,"NO SCIENTIFIC PROOF",3,1,3,2,1,1,1,1,1,4,1,4,2,2,3,3,3,,2,,2,,2,4,4,3,4,4,,3,,6,1,4,4,4,2,1,6,,2,1,,3,2,1,0.8
649,"A",12,15,1,"WI",3,98,,,,,,,,,,,,,,,,,,,,,,,2,2,4,3,4,4,1,4,3,4,1,1,1,2,,2,,2,,4,2,2,98,98,2,,98,,2,4,4,4,3,1,6,,2,1,98,98,,2,2.08
650,"B",12,15,4,"OK",2,1,1,1,1,3,"HUMANS",8,3,3,2,3,,98,2,4,2,2,,,,,,,1,4,4,4,4,3,1,3,3,1,3,3,3,,1,,98,,1,1,1,3,2,2,,2,,4,2,3,3,3,3,10,1,2,4,1,1,4,,1,0.86
651,"A",12,15,2,"TX",2,1,1,1,1,1,"OBSERVATIONS",2,2,2,3,3,4,,1,2,1,2,,,,,,,4,4,4,4,4,3,1,4,4,4,1,1,1,2,,1,,2,,2,2,2,4,4,4,,1,,3,2,3,3,3,1,1,1,4,1,2,2,4,2,0.94
652,"A",12,15,3,"TX",2,1,2,2,2,2,"TELEVISION",6,2,2,2,2,2,,2,2,2,2,,,,,,,98,3,98,98,3,98,4,3,3,3,2,2,2,2,,98,,2,,98,98,98,4,4,4,,1,,1,98,4,4,3,1,2,,4,1,1,3,5,2,0.36
653,"B",12,15,4,"MN",3,1,2,2,3,3,"WHAT I READ",6,2,3,3,2,,2,3,98,3,3,,,,,,,2,2,2,2,2,3,2,3,3,2,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,98,1,4,4,4,3,1,1,2,4,2,4,2,3,2,0.41
654,"A",12,15,2,"SC",2,2,,,,,,,,,,,,,,,,,2,"NOT ENOUGH EVIDENCE",3,2,2,2,2,1,2,1,2,3,2,3,2,2,2,2,3,2,,2,,2,,4,4,3,4,4,3,,6,,1,4,4,4,2,1,1,2,2,1,2,2,3,2,1.43
655,"A",12,15,2,"CA",4,98,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,4,4,1,4,4,4,3,3,3,2,,2,,2,,2,2,2,4,4,4,,6,,1,98,98,98,2,9,2,,4,1,1,3,4,1,3.39
656,"B",12,15,3,"IN",3,1,1,1,1,1,"BURNING OF FUELS, WEATHER IS CRAZY, SEALS DYING AN",8,1,1,1,1,,1,1,1,1,1,,,,,,,4,3,1,2,3,2,2,2,2,2,2,2,2,,2,,2,,2,3,3,3,4,4,,4,,1,1,98,4,2,2,1,2,,2,1,1,98,3,2,0.85
657,"A",12,15,3,"ND",3,1,1,1,1,1,"ICE GLACIERS MELTING",1,1,2,3,2,3,,2,2,2,2,,,,,,,3,3,3,3,4,2,3,2,2,2,1,1,2,1,,1,,2,,1,1,2,3,3,3,,1,,2,2,3,3,2,1,3,,4,1,,,,1,0.26
658,"B",12,15,4,"WA",4,1,3,98,2,2,"PERSONAL OBERSONAL",2,1,1,4,4,,4,1,4,4,1,,,,,,,98,98,3,98,98,98,98,98,98,98,1,1,1,,2,,98,,2,98,98,98,4,4,,4,,1,2,98,98,98,2,1,6,,2,1,1,4,,2,0.9
659,"B",12,15,3,"NY",1,1,1,1,1,1,"THE END OF NATURE (BOOK)",6,1,1,1,1,,1,1,1,1,1,,,,,,,4,4,4,4,4,2,1,3,4,4,1,1,2,,1,,1,,1,2,2,4,1,1,,4,,1,6,1,1,1,2,1,1,,4,3,1,1,,2,0.36
660,"B",12,15,3,"AR",2,2,,,,,,,,,,,,,,,,,2,"BOLOGNA",9,2,3,2,2,2,2,2,3,4,1,4,3,2,2,2,2,,2,,1,,2,2,1,4,4,2,,4,,1,1,4,4,4,3,1,1,2,2,1,3,2,2,1,0.75
661,"A",12,15,4,"NC",2,2,,,,,,,,,,,,,,,,,98,"NOTHING",8,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,,98,,98,,98,98,98,98,98,98,,98,,98,98,98,98,3,2,1,2,1,1,1,3,1,1,1.82
662,"A",12,15,4,"NY",1,1,2,1,2,3,"CHANGES IN WEATHER CONDITIONS",3,1,3,3,2,2,,3,2,2,1,,,,,,,3,3,3,3,3,3,3,3,3,3,2,2,2,2,,98,,2,,98,2,4,4,4,4,,1,,1,3,4,4,2,1,2,,3,5,1,2,4,1,0.68
663,"B",12,15,2,"ID",4,1,3,3,2,3,"INFORMATION FROM SOURCES",6,2,4,2,2,,2,4,2,4,2,,,,,,,2,3,3,2,3,3,2,2,3,2,2,2,2,,2,,1,,2,3,98,2,3,3,,3,,1,2,2,3,4,3,1,6,,3,5,2,2,5,2,1.31
664,"B",12,15,4,"IN",3,1,2,3,2,2,"POLAR BEARS AND PEGUINS ARE BECOMING EXTINCT",7,2,2,2,2,,3,2,1,2,2,,,,,,,4,4,4,4,4,2,3,98,2,2,1,1,1,,2,,1,,2,1,1,2,4,2,,3,,1,4,1,2,2,1,1,1,1,4,1,1,4,3,1,0.31
665,"B",12,15,4,"IL",3,1,1,1,1,1,"TRAVELS",10,1,4,3,4,,1,4,98,4,2,,,,,,,4,4,4,4,1,2,1,1,3,4,1,1,1,,1,,1,,1,1,1,4,1,1,,1,,1,6,1,1,2,3,1,2,,4,2,1,4,6,1,0.31
666,"A",12,15,4,"IL",3,2,,,,,,,,,,,,,,,,,1,"CYCLICAL TRENDS",2,1,98,3,2,98,1,2,1,2,1,4,2,3,1,2,3,2,,1,,2,,4,2,4,4,2,4,,1,,1,4,4,4,2,1,2,,4,1,4,1,5,1,0.31
667,"B",12,15,4,"GA",2,2,,,,,,,,,,,,,,,,,1,"PERSONAL EXPERIENCE",1,2,3,2,1,1,1,1,2,98,2,2,3,98,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,4,1,4,4,4,,1,1,1,5,4,2,1,6,1,0.26
668,"A",12,15,4,"CA",4,1,2,3,2,2,"CLIMATE CHANGES",2,2,2,2,2,3,,2,2,2,2,,,,,,,3,2,3,2,3,3,2,3,2,2,1,1,1,1,,1,,2,,2,2,98,3,3,3,,1,,3,2,2,3,2,9,2,,2,1,3,3,2,1,3.35
669,"B",12,15,4,"NC",2,1,1,1,2,1,"MEDIA REPORTS",6,1,2,1,1,,2,1,1,1,2,,,,,,,4,4,4,4,4,98,98,1,4,4,1,1,2,,1,,1,,2,2,2,4,2,2,,3,,1,98,2,2,2,3,1,2,,3,1,1,4,3,1,0.68
670,"A",12,15,3,"TN",2,1,2,2,3,3,"POLAR ICE MELTING",1,2,2,3,3,3,,2,2,2,3,,,,,,,2,1,1,2,3,1,1,1,2,2,2,2,3,2,,1,,2,,2,2,2,4,4,4,,4,,4,2,3,4,1,1,1,1,4,1,4,2,4,2,0.36
671,"B",12,15,3,"PA",1,1,1,1,1,1,"WARMER TEMPERATURES THAN IN EARLIER YEARS",2,2,1,2,1,,4,1,1,1,1,,,,,,,4,4,1,4,4,2,4,2,4,4,1,1,2,,2,,2,,2,4,4,4,4,2,,2,,1,2,3,4,4,3,1,2,,2,1,1,3,3,2,0.85
672,"B",12,15,4,"IA",3,2,,,,,,,,,,,,,,,,,2,"EARTHS NATURAL PATTERNS",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,,2,3,3,3,3,3,,3,,3,1,3,3,3,2,1,1,2,3,1,2,2,,2,0.78
673,"B",12,15,3,"AZ",4,2,,,,,,,,,,,,,,,,,1,"READING",5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,,2,,2,,2,3,2,3,3,2,,3,,2,2,3,3,3,2,1,98,,4,1,2,2,5,1,0.26
674,"B",12,15,3,"WA",4,1,2,2,3,3,"CYCLES",9,2,4,2,4,,3,4,3,2,3,,,,,,,2,2,1,1,4,4,1,4,2,2,1,1,2,,2,,1,,2,1,1,4,4,2,,4,,6,2,2,4,2,1,1,6,,3,2,4,2,5,1,0.63
675,"B",12,15,2,"CA",4,1,2,3,3,3,"MELTING ICE CAPS",1,1,2,3,2,,4,3,1,2,3,,,,,,,2,3,3,2,1,2,2,2,3,3,1,2,2,,2,,1,,2,1,1,1,2,1,,2,,1,5,1,2,2,3,1,2,,3,1,1,4,5,1,1.21
676,"A",12,15,4,"CA",4,1,1,1,1,1,"POLLUTION IN AIR",8,1,2,3,3,3,,3,1,2,2,,,,,,,3,3,1,3,4,3,1,3,4,4,1,1,1,2,,1,,2,,1,4,4,4,4,4,,1,,3,2,4,4,2,1,3,,4,2,2,2,4,1,0.31
677,"B",12,15,3,"FL",2,1,2,3,1,1,"WATCHING WEATHER CHANGES",2,1,2,2,3,,98,2,1,1,1,,,,,,,4,4,4,4,4,4,1,2,4,3,1,1,1,,2,,98,,2,4,4,2,4,1,,2,,1,2,4,4,4,3,1,2,,3,2,4,4,4,1,0.63
678,"B",12,15,3,"NY",1,2,,,,,,,,,,,,,,,,,2,"GOD CONTROLS THE SEASONS",6,2,3,3,2,2,2,1,2,98,2,98,3,3,2,2,3,,2,,2,,2,3,3,4,3,3,,2,,98,1,3,3,3,3,2,1,2,2,1,2,2,2,2,1.24
679,"B",12,15,3,"OK",2,2,,,,,,,,,,,,,,,,,1,"SCIENTISTS AND STUDYING",5,1,1,1,1,1,1,1,1,4,4,4,4,1,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,98,98,98,3,1,1,1,5,5,2,1,,1,0.21
680,"A",12,15,4,"ID",4,98,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,3,1,4,3,4,2,2,2,2,,2,,2,,98,2,4,4,4,4,,1,,1,4,4,4,2,1,1,2,3,1,4,3,,2,0.78
681,"A",12,15,1,"NC",2,1,1,2,2,1,"DATA AND SCIENTIFIC EVIDENCE",4,1,2,2,1,2,,3,98,2,2,,,,,,,4,1,1,1,4,4,1,4,1,4,2,2,2,1,,1,,2,,1,1,1,1,1,1,,1,,2,1,1,4,2,1,6,,3,5,4,3,3,1,1.86
682,"A",12,15,3,"NY",1,1,1,1,1,1,"MELTING OF POLAR ICE CAPS",1,1,2,2,1,4,,3,1,2,1,,,,,,,4,2,4,1,4,1,1,2,4,3,1,1,2,2,,2,,2,,1,1,4,4,1,4,,1,,3,4,4,4,2,1,2,,3,1,4,3,5,1,0.63
683,"A",12,15,3,"NC",2,1,2,3,2,3,"READING",6,2,2,3,2,2,,2,1,2,2,,,,,,,3,3,3,3,3,2,3,2,2,2,1,1,1,2,,1,,2,,1,1,3,4,2,3,,1,,2,1,3,3,3,1,,,3,1,,,,1,0.63
684,"B",12,15,3,"KY",2,1,2,2,2,3,"WEATHER",3,2,2,4,3,,3,4,2,2,3,,,,,,,3,3,98,3,4,4,1,3,2,3,2,2,2,,2,,1,,2,2,2,4,4,4,,4,,1,1,3,4,4,2,1,6,,2,3,4,2,3,2,0.85
685,"A",12,15,2,"HI",4,2,,,,,,,,,,,,,,,,,2,"I SEE NO PROOF",1,1,3,3,2,1,2,1,2,4,1,3,2,2,2,3,3,2,,2,,2,,4,4,3,4,4,3,,6,,1,4,4,4,3,1,2,,4,5,4,3,5,1,0.84
686,"B",12,15,2,"MD",2,2,,,,,,,,,,,,,,,,,2,"THE EARTH HAS NATURAL PATTERNS",2,2,2,2,2,2,1,1,1,3,1,3,3,3,3,3,3,,2,,2,,2,4,4,4,4,4,,2,,6,1,4,4,4,2,10,2,,2,5,,,,2,1.98
687,"B",12,15,4,"MA",1,98,,,,,,,,,,,,,,,,,,,,,,,4,4,98,4,4,4,98,4,4,4,2,2,98,,1,,2,,1,4,1,1,1,1,,1,,1,3,1,1,98,1,,,,4,2,4,4,,2,0.71
688,"A",12,15,4,"WI",3,1,2,2,3,3,"EARTH CYCLES",9,1,3,3,3,3,,3,1,2,2,,,,,,,2,3,1,3,3,3,1,3,4,4,2,2,2,2,,2,,2,,3,3,3,4,4,4,,2,,1,4,4,4,2,2,1,1,3,1,1,4,2,2,1.17
689,"A",12,15,4,"NY",1,1,4,2,2,2,"NATURAL PATTERNS",9,2,2,2,4,4,,2,1,2,2,,,,,,,4,1,1,1,,3,1,1,2,2,3,3,3,2,,2,,2,,4,3,4,4,3,4,,4,,3,4,4,4,3,1,2,,5,5,2,3,5,1,0.26
690,"B",12,15,4,"NV",4,1,1,1,1,1,"REPORTS FROM THE MEDIA",6,1,1,4,1,,98,3,1,1,1,,,,,,,4,4,4,4,4,98,2,98,3,3,1,1,1,,98,,98,,2,98,98,98,4,3,,3,,1,2,2,2,3,2,1,6,,5,1,1,4,1,2,0.36
691,"B",12,15,4,"NY",1,1,1,3,1,2,"WEATHER",3,1,2,2,1,,2,2,1,1,1,,,,,,,3,3,3,2,4,4,98,2,4,2,1,1,1,,98,,2,,2,3,1,3,3,2,,3,,1,98,2,3,3,2,1,2,,3,1,2,3,2,1,0.68
692,"A",12,15,3,"VA",2,2,,,,,,,,,,,,,,,,,2,"IT IS ALWAYS HOTTER THEN HELL HERE IN TH",1,2,2,2,1,2,2,1,2,3,2,3,3,3,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,3,1,3,,4,1,2,2,,1,0.26
693,"B",12,15,3,"MS",2,2,,,,,,,,,,,,,,,,,2,"WEATHER",1,1,3,4,2,2,1,1,2,1,2,2,2,3,2,2,2,,98,,98,,2,98,98,2,2,2,,2,,98,,,98,2,2,1,1,1,,1,98,98,,2,0.53
694,"A",12,15,1,"NE",3,98,,,,,,,,,,,,,,,,,,,,,,,98,2,98,98,98,98,98,98,98,2,2,2,2,1,,2,,1,,98,98,2,98,98,2,,3,,2,98,98,98,3,1,2,,3,1,3,3,2,2,1.96
695,"A",12,15,4,"TN",2,1,1,3,1,1,"FLOODING AND ICE MELTING",1,1,1,4,1,3,,2,4,2,2,,,,,,,4,3,2,4,2,2,2,2,3,3,1,1,3,2,,1,,98,,98,2,2,98,98,98,,6,,3,2,2,98,3,1,1,2,2,1,4,3,2,2,0.9
696,"A",12,15,2,"MA",1,1,2,3,1,1,"NEWS",6,2,2,1,3,2,,2,2,3,1,,,,,,,2,2,3,2,1,2,3,2,2,3,2,2,2,1,,1,,1,,3,3,3,1,1,1,,1,,1,1,1,1,98,,,,4,6,3,3,,1,1.14
697,"A",12,15,3,"WA",4,1,1,3,1,1,"SCIENTIFIC EVIDENCE",4,1,4,1,1,4,,4,1,1,1,,,,,,,4,4,2,4,4,2,98,98,4,4,1,1,1,1,,1,,2,,3,4,4,2,1,4,,1,,2,1,2,2,2,1,6,,4,1,4,3,,2,0.36
698,"B",12,15,3,"WY",4,1,1,3,3,3,"WEATHER",3,2,2,3,2,,3,1,2,3,1,,,,,,,2,3,3,2,4,2,1,2,4,4,2,2,2,,2,,1,,2,2,2,4,4,4,,4,,1,1,4,4,4,3,1,7,,4,5,4,3,5,1,0.26
699,"A",12,15,1,"TX",2,2,,,,,,,,,,,,,,,,,1,"MORE PROPOGANDA",4,3,1,2,2,2,1,1,1,2,2,1,2,2,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,2,3,3,3,3,1,1,2,4,5,2,1,,1,1.49
700,"B",12,18,3,"IL",3,98,,,,,,,,,,,,,,,,,,,,,,,3,2,98,2,3,98,2,3,98,98,98,98,98,,2,,2,,2,98,98,98,3,98,,98,,4,1,98,98,98,2,5,2,,3,1,4,3,,1,1.43
701,"B",12,18,3,"ME",1,1,1,3,1,2,"DATA ICE MELTING",4,1,2,1,2,,2,4,1,1,1,,,,,,,4,3,3,3,3,3,98,4,4,4,1,1,1,,2,,2,,2,1,2,2,2,2,,2,,1,4,2,2,2,3,1,2,,3,2,1,4,4,1,0.63
702,"A",12,18,3,"TX",2,1,1,1,1,1,"MELTING POLAR CAPS",1,1,2,2,1,2,,2,1,1,1,,,,,,,4,4,3,3,2,3,1,2,4,3,1,1,1,2,,1,,2,,2,3,3,3,3,3,,1,,98,2,2,98,3,1,6,,4,6,1,2,6,2,0.36
703,"A",12,18,3,"OK",2,1,1,98,2,2,"READING",6,2,2,98,2,98,,2,98,2,2,,,,,,,2,2,98,98,2,98,98,98,4,4,2,2,98,2,,98,,2,,98,2,1,4,2,98,,4,,1,98,98,98,2,1,98,,2,2,98,98,,2,0.85
704,"B",12,18,3,"AZ",4,2,,,,,,,,,,,,,,,,,2,"ICE AGES HAVE COME AND GONE",2,3,1,1,1,1,2,2,1,3,3,3,98,98,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,4,1,4,4,4,2,10,1,2,5,1,2,1,6,1,0.76
705,"A",12,18,4,"IL",3,2,,,,,,,,,,,,,,,,,2,"THE EARTHS NATURAL PATTERNS",2,2,1,2,1,1,1,1,1,4,1,4,3,3,3,3,3,2,,2,,2,,4,4,4,4,4,4,,6,,1,4,4,4,2,5,2,,3,5,4,98,,1,1.48
706,"A",12,18,3,"OH",3,1,2,1,2,2,"NEWS",6,1,2,2,2,2,,2,2,2,2,,,,,,,2,3,2,2,3,3,3,3,3,3,2,2,2,2,,2,,2,,98,2,4,4,4,4,,1,,1,3,4,4,3,9,3,,2,3,2,4,3,1,3.3
707,"A",12,18,2,"MA",1,1,2,2,2,2,"WEATHER",3,1,1,2,1,98,,2,1,3,1,,,,,,,3,3,3,4,1,2,98,4,4,4,1,1,1,2,,1,,2,,2,1,3,4,3,4,,98,,2,3,4,4,2,2,2,,3,1,,2,1,2,1.7
708,"B",12,18,4,"MI",3,98,,,,,,,,,,,,,,,,,,,,,,,98,2,3,98,2,4,2,3,3,3,1,2,3,,98,,2,,2,4,2,2,4,4,,4,,4,3,4,4,4,2,2,1,2,5,2,1,5,2,1,0.65
709,"B",12,18,4,"IL",3,1,2,2,1,98,"EARTH IS TURNING AND TEMPERATURES TURNING",9,1,1,98,1,,98,1,1,3,1,,,,,,,4,1,1,1,4,4,1,4,4,1,2,2,2,,2,,2,,2,4,1,1,1,1,,1,,2,1,3,4,4,2,1,98,,1,2,4,3,1,2,1.53
710,"B",12,18,2,"WI",3,1,3,2,4,3,"NATURAL PATTERNS",9,4,4,4,4,,4,4,4,4,4,,,,,,,1,2,1,1,2,4,1,3,1,2,2,2,2,,2,,2,,2,98,98,2,3,3,,3,,3,1,3,3,3,2,1,1,1,2,1,2,1,1,2,1.43
711,"A",12,18,3,"CA",4,1,2,1,1,1,"REPORTS IN THE NEWS",6,1,1,1,1,1,,1,1,1,1,,,,,,,3,4,3,4,3,2,2,2,2,2,2,2,2,2,,98,,2,,98,3,3,3,3,4,,1,,1,4,4,4,3,2,2,,2,1,4,98,,2,1.24
712,"B",12,18,3,"NY",1,1,2,3,2,3,"WEATHER",3,1,3,2,2,,3,3,2,4,2,,,,,,,4,4,4,1,4,4,1,4,4,4,,,,,2,,1,,2,98,98,98,4,4,,4,,98,1,98,98,98,2,1,2,,4,1,3,,,2,0.36
713,"A",12,18,3,"IA",3,2,,,,,,,,,,,,,,,,,3,"IT IS COLD",1,1,98,2,2,3,3,3,4,4,1,4,3,2,1,1,2,2,,1,,2,,1,1,2,4,1,2,,3,,2,1,4,98,3,1,6,,2,1,4,2,4,2,0.85
714,"A",12,18,3,"NJ",1,2,,,,,,,,,,,,,,,,,2,"WEATHER",1,1,98,2,3,98,1,1,98,2,1,2,3,2,2,2,2,2,,98,,2,,4,2,98,4,2,4,,4,,1,4,4,4,3,1,2,,4,3,2,3,5,2,0.36
715,"B",12,18,1,"NV",4,98,,,,,,,,,,,,,,,,,,,,,,,3,98,2,98,98,3,2,98,3,3,2,2,2,,2,,98,,2,98,98,98,98,98,,98,,4,2,2,3,3,3,1,1,1,,1,,,,2,1.76
716,"A",12,18,2,"AR",2,1,1,3,1,2,"FOSSIL FUELS",8,1,1,2,2,2,,1,2,1,2,,,,,,,4,4,4,4,4,4,98,1,4,2,1,1,1,1,,1,,1,,1,1,1,1,1,1,,1,,3,1,1,4,3,1,1,1,5,5,4,3,5,1,0.79
717,"A",12,18,3,"WI",3,1,1,1,1,1,"SCIENTIFIC EVIDENCE",4,1,3,2,3,2,,3,1,2,1,,,,,,,4,4,4,4,4,4,1,4,4,4,1,2,3,2,,1,,2,,1,1,3,98,2,3,,1,,4,1,1,1,3,1,1,2,4,5,1,4,5,1,0.26
718,"A",12,18,3,"NC",2,1,1,3,2,2,"WEATHER BROADCASTS",6,3,2,4,3,2,,2,2,2,2,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,,3,3,3,3,3,3,,1,,1,3,3,4,2,1,2,,4,5,1,2,5,1,0.26
719,"B",12,18,3,"OH",3,2,,,,,,,,,,,,,,,,,3,"MORE SCIENTISTS AGAINST",5,3,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,,2,,2,,2,4,4,4,4,4,,4,,3,1,4,4,4,2,1,1,2,5,1,4,1,6,2,0.31
720,"A",12,18,4,"CO",4,98,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,3,4,1,4,4,4,3,3,3,2,,2,,2,,4,4,4,4,4,4,,98,,1,4,4,4,2,1,6,,1,4,2,1,1,2,1.53
721,"B",12,18,4,"OH",3,98,,,,,,,,,,,,,,,,,,,,,,,98,3,1,3,4,2,2,2,4,4,1,1,1,,2,,98,,2,2,2,2,3,3,,2,,5,2,2,3,98,3,1,2,,2,1,1,4,2,2,0.9
722,"A",12,18,2,"SD",3,1,2,3,2,2,"GLACIERS ARE MELTING",1,2,3,98,2,98,,3,2,2,2,,,,,,,3,2,3,2,3,98,2,2,3,2,2,2,2,2,,98,,2,,98,2,2,98,2,2,,1,,2,2,3,3,3,1,2,,4,1,1,3,2,2,0.94
723,"B",12,18,4,"WA",4,1,2,2,3,3,"NONE",10,2,4,98,4,,4,3,3,3,3,,,,,,,1,2,3,1,1,4,1,4,1,4,2,2,3,,2,,2,,2,4,2,4,4,3,,4,,6,2,4,2,4,3,1,6,,5,5,2,2,4,1,0.26
724,"A",12,18,1,"IN",3,1,3,1,2,3,"SEEMS TO BE GETTING HOTTER",2,2,2,4,2,4,,3,4,2,2,,,,,,,98,98,3,3,98,98,3,2,3,3,98,98,98,2,,98,,2,,98,98,98,98,98,98,,2,,2,98,98,98,2,1,1,2,2,1,,,,2,2.08
725,"A",12,18,3,"TX",2,1,1,1,1,1,"WEATHER CHANGES",3,2,3,2,2,2,,2,2,2,2,,,,,,,3,3,3,3,3,2,2,2,2,2,1,1,1,1,,1,,1,,2,2,2,2,2,2,,1,,3,2,2,3,2,1,1,1,4,1,1,4,3,1,0.26
726,"B",12,18,2,"AZ",4,2,,,,,,,,,,,,,,,,,1,"NATURAL TRENDS",2,1,2,2,1,1,1,1,1,3,1,3,,,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,3,1,4,4,4,3,1,1,1,4,1,4,1,4,2,0.94
727,"B",12,18,4,"IL",3,98,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,4,4,1,4,4,4,2,2,2,,2,,2,,2,2,2,2,4,4,,4,,2,1,98,4,4,3,1,1,2,2,4,2,1,2,2,0.9
728,"A",12,18,4,"SC",2,98,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,3,2,2,2,2,2,,2,,2,,3,3,3,3,3,3,,1,,1,3,3,3,2,1,1,1,3,2,2,2,2,2,0.78
729,"B",12,18,2,"NC",2,1,2,2,3,3,"HISTORY",9,3,3,3,3,,4,3,3,3,3,,,,,,,1,1,1,1,1,1,98,98,98,1,3,3,3,,2,,2,,2,4,4,4,4,4,,4,,6,1,4,98,4,3,1,1,2,5,5,4,2,6,2,0.89
730,"A",12,18,4,"ND",3,1,1,3,2,2,"NOT SURE",10,2,4,2,2,98,,4,2,2,2,,,,,,,3,3,3,2,3,2,2,2,3,3,1,1,1,1,,2,,2,,3,3,3,2,2,2,,6,,2,2,2,3,3,1,6,,3,1,4,3,2,2,0.78
731,"A",12,18,3,"GA",2,1,1,2,2,2,"SUMMER GETTING HOTTER WITH NO RAIN",2,1,1,2,2,2,,1,1,1,2,,,,,,,4,3,1,3,4,4,2,4,4,4,1,1,1,2,,2,,2,,2,4,4,4,4,4,,1,,3,4,4,4,2,9,2,,2,1,4,1,2,2,3.4
